EvenementID;GebruikerID;Aanwezigheidsstatus
E012;G298;Bijgewoond
E028;G179;Bijgewoond
E028;G300;Afwezig
E006;G317;Bijgewoond
E003;G207;Bijgewoond
E033;G035;Bijgewoond
E022;G024;Bijgewoond
E030;G016;Bijgewoond
E015;G082;Bijgewoond
E010;G119;Afwezig
E032;G050;Afwezig
E034;G055;Geregistreerd
E034;G256;Geregistreerd
E006;G244;Afwezig
E019;G166;Geregistreerd
E030;G119;Geregistreerd
E028;G122;Afwezig
E006;G054;Bijgewoond
E031;G090;Bijgewoond
E020;G197;Bijgewoond
E010;G216;Bijgewoond
E009;G033;Bijgewoond
E020;G032;Bijgewoond
E016;G314;Bijgewoond
E034;G129;Bijgewoond
E028;G059;Bijgewoond
E019;G020;Geregistreerd
E037;G038;Geregistreerd
E004;G227;Afwezig
E036;G192;Bijgewoond
E005;G311;Bijgewoond
E003;G016;Geregistreerd
E033;G090;Geregistreerd
E007;G165;Bijgewoond
E033;G056;Bijgewoond
E028;G231;Afwezig
E027;G194;Geregistreerd
E007;G069;Bijgewoond
E030;G294;Bijgewoond
E037;G285;Geregistreerd
E017;G103;Bijgewoond
E023;G101;Afwezig
E017;G130;Geregistreerd
E038;G252;Geregistreerd
E006;G225;Afwezig
E033;G147;Geregistreerd
E002;G116;Geregistreerd
E008;G104;Geregistreerd
E030;G083;Geregistreerd
E012;G223;Bijgewoond
E012;G271;Bijgewoond
E026;G099;Geregistreerd
E003;G045;Bijgewoond
E006;G299;Bijgewoond
E027;G013;Geregistreerd
E020;G050;Geregistreerd
E021;G105;Bijgewoond
E038;G018;Bijgewoond
E030;G072;Geregistreerd
E029;G003;Bijgewoond
E040;G185;Afwezig
E017;G209;Bijgewoond
E022;G291;Geregistreerd
E012;G280;Geregistreerd
E014;G037;Bijgewoond
E012;G175;Afwezig
E006;G095;Afwezig
E039;G271;Bijgewoond
E017;G255;Bijgewoond
E007;G098;Bijgewoond
E028;G107;Geregistreerd
E035;G293;Bijgewoond
E002;G243;Afwezig
E001;G257;Geregistreerd
E026;G181;Bijgewoond
E008;G183;Geregistreerd
E001;G317;Geregistreerd
E011;G287;Bijgewoond
E031;G071;Afwezig
E030;G035;Bijgewoond
E026;G225;Afwezig
E039;G219;Bijgewoond
E032;G193;Geregistreerd
E020;G037;Geregistreerd
E040;G292;Afwezig
E040;G041;Bijgewoond
E024;G066;Geregistreerd
E026;G265;Bijgewoond
E020;G153;Bijgewoond
E006;G052;Geregistreerd
E009;G061;Bijgewoond
E009;G256;Afwezig
E001;G119;Geregistreerd
E013;G027;Bijgewoond
E008;G308;Afwezig
E002;G277;Bijgewoond
E013;G170;Afwezig
E002;G012;Afwezig
E014;G115;Bijgewoond
E031;G149;Afwezig
E010;G129;Geregistreerd
E016;G200;Afwezig
E028;G184;Geregistreerd
E035;G035;Afwezig
E013;G081;Bijgewoond
E006;G148;Bijgewoond
E020;G039;Afwezig
E030;G274;Bijgewoond
E010;G295;Afwezig
E031;G124;Geregistreerd
E028;G266;Bijgewoond
E002;G313;Afwezig
E008;G257;Bijgewoond
E011;G160;Geregistreerd
E010;G205;Geregistreerd
E029;G317;Bijgewoond
E032;G030;Bijgewoond
E031;G280;Bijgewoond
E002;G057;Geregistreerd
E029;G299;Geregistreerd
E038;G242;Bijgewoond
E016;G135;Afwezig
E013;G016;Geregistreerd
E019;G017;Bijgewoond
E037;G174;Afwezig
E026;G216;Bijgewoond
E004;G134;Bijgewoond
E022;G103;Afwezig
E001;G172;Bijgewoond
E007;G031;Afwezig
E028;G072;Bijgewoond
E027;G105;Afwezig
E032;G281;Geregistreerd
E038;G169;Geregistreerd
E039;G032;Bijgewoond
E036;G121;Afwezig
E019;G253;Afwezig
E003;G038;Geregistreerd
E032;G289;Afwezig
E026;G313;Afwezig
E032;G019;Afwezig
E033;G178;Geregistreerd
E038;G037;Geregistreerd
E040;G214;Bijgewoond
E032;G307;Afwezig
E015;G314;Bijgewoond
E004;G042;Geregistreerd
E034;G283;Bijgewoond
E002;G246;Afwezig
E028;G067;Geregistreerd
E037;G139;Bijgewoond
E021;G022;Geregistreerd
E036;G054;Afwezig
E005;G019;Bijgewoond
E018;G255;Geregistreerd
E027;G260;Afwezig
E031;G116;Bijgewoond
E008;G180;Bijgewoond
E032;G221;Afwezig
E040;G245;Afwezig
E023;G156;Bijgewoond
E029;G117;Geregistreerd
E028;G011;Bijgewoond
E002;G029;Bijgewoond
E011;G014;Geregistreerd
E019;G101;Bijgewoond
E013;G274;Afwezig
E031;G312;Geregistreerd
E023;G195;Bijgewoond
E029;G010;Geregistreerd
E015;G283;Bijgewoond
E033;G247;Geregistreerd
E015;G027;Geregistreerd
E038;G199;Afwezig
E022;G194;Geregistreerd
E039;G065;Bijgewoond
E030;G221;Bijgewoond
E009;G219;Afwezig
E019;G282;Bijgewoond
E025;G071;Afwezig
E027;G060;Geregistreerd
E024;G225;Bijgewoond
E031;G061;Bijgewoond
E011;G316;Bijgewoond
E040;G189;Bijgewoond
E014;G181;Afwezig
E019;G100;Afwezig
E006;G176;Geregistreerd
E031;G224;Afwezig
E009;G030;Geregistreerd
E012;G122;Afwezig
E013;G119;Afwezig
E011;G048;Geregistreerd
E039;G302;Bijgewoond
E032;G006;Afwezig
E007;G117;Geregistreerd
E027;G212;Afwezig
E032;G275;Geregistreerd
E020;G291;Afwezig
E016;G024;Afwezig
E014;G008;Bijgewoond
E036;G128;Geregistreerd
E004;G030;Bijgewoond
E002;G040;Bijgewoond
E023;G030;Afwezig
E017;G065;Geregistreerd
E023;G225;Bijgewoond
E011;G093;Bijgewoond
E012;G145;Geregistreerd
E033;G023;Geregistreerd
E003;G161;Bijgewoond
E005;G180;Geregistreerd
E022;G309;Geregistreerd
E028;G126;Afwezig
E008;G150;Afwezig
E040;G067;Bijgewoond
E015;G311;Geregistreerd
E008;G204;Bijgewoond
E036;G246;Bijgewoond
E015;G063;Geregistreerd
E032;G040;Bijgewoond
E017;G040;Afwezig
E022;G129;Bijgewoond
E023;G279;Afwezig
E003;G106;Geregistreerd
E036;G254;Afwezig
E018;G183;Bijgewoond
E010;G113;Bijgewoond
E033;G228;Geregistreerd
E039;G155;Bijgewoond
E007;G188;Bijgewoond
E004;G283;Bijgewoond
E029;G150;Geregistreerd
E030;G126;Afwezig
E008;G270;Afwezig
E007;G137;Bijgewoond
E040;G164;Bijgewoond
E040;G278;Geregistreerd
E007;G258;Afwezig
E036;G054;Geregistreerd
E003;G028;Bijgewoond
E033;G178;Geregistreerd
E007;G211;Geregistreerd
E011;G319;Geregistreerd
E008;G249;Bijgewoond
E014;G144;Afwezig
E024;G041;Bijgewoond
E011;G105;Bijgewoond
E019;G071;Geregistreerd
E029;G267;Bijgewoond
E033;G119;Afwezig
E032;G157;Bijgewoond
E007;G284;Afwezig
E010;G108;Geregistreerd
E024;G063;Afwezig
E022;G191;Bijgewoond
E009;G073;Afwezig
E008;G019;Bijgewoond
E013;G121;Bijgewoond
E029;G226;Geregistreerd
E027;G233;Bijgewoond
E001;G059;Afwezig
E016;G011;Geregistreerd
E031;G256;Afwezig
E022;G018;Bijgewoond
E019;G139;Bijgewoond
E033;G143;Afwezig
E011;G302;Afwezig
E006;G197;Geregistreerd
E018;G154;Afwezig
E024;G044;Geregistreerd
E027;G031;Afwezig
E024;G143;Afwezig
E016;G313;Afwezig
E010;G197;Geregistreerd
E034;G254;Bijgewoond
E027;G010;Geregistreerd
E015;G196;Geregistreerd
E009;G197;Geregistreerd
E028;G228;Geregistreerd
E027;G023;Geregistreerd
E027;G115;Afwezig
E030;G106;Geregistreerd
E034;G195;Afwezig
E024;G095;Geregistreerd
E002;G221;Geregistreerd
E029;G273;Bijgewoond
E010;G027;Bijgewoond
E001;G157;Bijgewoond
E034;G017;Geregistreerd
E005;G278;Bijgewoond
E006;G179;Bijgewoond
E022;G014;Geregistreerd
E021;G312;Bijgewoond
E026;G173;Bijgewoond
E011;G135;Afwezig
E028;G303;Geregistreerd
E004;G111;Afwezig
E026;G015;Bijgewoond
E003;G175;Afwezig
E010;G319;Bijgewoond
E037;G223;Afwezig
E004;G219;Geregistreerd
E034;G030;Afwezig
E019;G056;Geregistreerd
E027;G284;Geregistreerd
E026;G199;Bijgewoond
E036;G148;Geregistreerd
E020;G274;Geregistreerd
E021;G238;Bijgewoond
E023;G218;Geregistreerd
E001;G294;Geregistreerd
E018;G291;Geregistreerd
E034;G266;Afwezig
E040;G134;Afwezig
E010;G084;Afwezig
E026;G196;Geregistreerd
E029;G240;Geregistreerd
E014;G122;Afwezig
E035;G068;Afwezig
E040;G008;Geregistreerd
E040;G144;Bijgewoond
E029;G141;Geregistreerd
E023;G044;Geregistreerd
E026;G128;Geregistreerd
E013;G278;Geregistreerd
E020;G152;Geregistreerd
E006;G173;Geregistreerd
E003;G293;Afwezig
E035;G203;Bijgewoond
E022;G020;Bijgewoond
E025;G316;Bijgewoond
E009;G141;Afwezig
E034;G186;Afwezig
E035;G138;Bijgewoond
E019;G129;Geregistreerd
E014;G312;Afwezig
E006;G007;Bijgewoond
E033;G064;Bijgewoond
E036;G158;Geregistreerd
E020;G292;Afwezig
E034;G165;Afwezig
E022;G136;Afwezig
E011;G092;Bijgewoond
E002;G228;Afwezig
E002;G237;Geregistreerd
E035;G009;Geregistreerd
E038;G226;Geregistreerd
E017;G005;Afwezig
E016;G239;Geregistreerd
E020;G019;Geregistreerd
E028;G184;Geregistreerd
E033;G246;Afwezig
E008;G285;Bijgewoond
E004;G112;Geregistreerd
E024;G210;Bijgewoond
E017;G030;Afwezig
E033;G297;Geregistreerd
E023;G041;Afwezig
E008;G142;Bijgewoond
E004;G313;Afwezig
E008;G283;Geregistreerd
E029;G161;Bijgewoond
E020;G033;Geregistreerd
E037;G226;Geregistreerd
E001;G093;Afwezig
E030;G133;Geregistreerd
E022;G142;Afwezig
E016;G133;Afwezig
E038;G254;Afwezig
E037;G066;Bijgewoond
E035;G117;Bijgewoond
E039;G090;Afwezig
E015;G076;Bijgewoond
E023;G317;Afwezig
E020;G026;Bijgewoond
E019;G120;Geregistreerd
E037;G059;Geregistreerd
E009;G020;Afwezig
E025;G095;Bijgewoond
E034;G260;Bijgewoond
E016;G226;Geregistreerd
E007;G297;Bijgewoond
E021;G163;Bijgewoond
E034;G022;Bijgewoond
E038;G284;Geregistreerd
E013;G117;Afwezig
E024;G032;Bijgewoond
E030;G133;Bijgewoond
E007;G132;Geregistreerd
E010;G009;Bijgewoond
E028;G181;Afwezig
E027;G277;Afwezig
E006;G023;Afwezig
E006;G308;Afwezig
E004;G121;Bijgewoond
E028;G180;Geregistreerd
E009;G056;Geregistreerd
E031;G040;Geregistreerd
E014;G260;Geregistreerd
E029;G228;Bijgewoond
E005;G058;Geregistreerd
E024;G262;Afwezig
E034;G040;Geregistreerd
E026;G122;Geregistreerd
E038;G105;Afwezig
E036;G167;Afwezig
E034;G293;Afwezig
E026;G191;Bijgewoond
E017;G213;Afwezig
E038;G037;Afwezig
E032;G219;Geregistreerd
E028;G145;Afwezig
E029;G074;Bijgewoond
E032;G013;Bijgewoond
E027;G168;Bijgewoond
E011;G311;Geregistreerd
E010;G185;Afwezig
E033;G172;Afwezig
E009;G209;Geregistreerd
E032;G192;Afwezig
E030;G241;Bijgewoond
E009;G151;Geregistreerd
E033;G319;Afwezig
E034;G016;Geregistreerd
E008;G083;Bijgewoond
E014;G189;Geregistreerd
E030;G023;Geregistreerd
E031;G149;Geregistreerd
E003;G077;Bijgewoond
E011;G303;Geregistreerd
E036;G014;Bijgewoond
E024;G055;Afwezig
E008;G312;Bijgewoond
E039;G109;Afwezig
E027;G161;Bijgewoond
E008;G262;Bijgewoond
E008;G261;Bijgewoond
E024;G298;Afwezig
E037;G177;Geregistreerd
E019;G111;Bijgewoond
E003;G194;Bijgewoond
E034;G299;Afwezig
E010;G017;Afwezig
E008;G077;Bijgewoond
E024;G196;Afwezig
E020;G041;Geregistreerd
E024;G040;Geregistreerd
E020;G115;Afwezig
E019;G290;Geregistreerd
E032;G258;Geregistreerd
E002;G295;Geregistreerd
E010;G281;Afwezig
E010;G215;Geregistreerd
E038;G276;Geregistreerd
E027;G063;Bijgewoond
E004;G271;Geregistreerd
E020;G027;Bijgewoond
E019;G311;Bijgewoond
E014;G242;Bijgewoond
E012;G269;Afwezig
E032;G267;Afwezig
E001;G226;Geregistreerd
E008;G163;Geregistreerd
E036;G138;Geregistreerd
E023;G100;Bijgewoond
E005;G295;Geregistreerd
E003;G151;Afwezig
E027;G125;Geregistreerd
E031;G169;Bijgewoond
E037;G125;Afwezig
E020;G186;Bijgewoond
E037;G119;Geregistreerd
E029;G234;Bijgewoond
E022;G162;Bijgewoond
E025;G060;Afwezig
E031;G124;Geregistreerd
E039;G228;Bijgewoond
E009;G210;Geregistreerd
E009;G186;Geregistreerd
E033;G041;Bijgewoond
E030;G181;Geregistreerd
E029;G287;Bijgewoond
E029;G259;Bijgewoond
E010;G040;Geregistreerd
E021;G186;Geregistreerd
E006;G248;Afwezig
E040;G310;Afwezig
E040;G118;Afwezig
E027;G230;Geregistreerd
E025;G215;Bijgewoond
E015;G118;Geregistreerd
E026;G292;Geregistreerd
E022;G065;Geregistreerd
E035;G276;Geregistreerd
E003;G126;Afwezig
E029;G209;Geregistreerd
E018;G300;Bijgewoond
E006;G071;Afwezig
E011;G311;Afwezig
E002;G134;Afwezig
E037;G147;Bijgewoond
E020;G175;Bijgewoond
E036;G161;Geregistreerd
E008;G061;Afwezig
E036;G042;Afwezig
E006;G210;Bijgewoond
E013;G216;Geregistreerd
E040;G259;Afwezig
E035;G076;Afwezig
E037;G295;Geregistreerd
E004;G254;Geregistreerd
E037;G102;Geregistreerd
E034;G093;Bijgewoond
E013;G233;Afwezig
E031;G008;Bijgewoond
E033;G086;Geregistreerd
E002;G062;Geregistreerd
E008;G215;Bijgewoond
E035;G135;Bijgewoond
E012;G284;Bijgewoond
E002;G241;Bijgewoond
E018;G052;Geregistreerd
E014;G065;Geregistreerd
E016;G018;Afwezig
E038;G221;Geregistreerd
E029;G013;Afwezig
E006;G086;Geregistreerd
E035;G038;Bijgewoond
E039;G068;Afwezig
E021;G264;Bijgewoond
E026;G272;Afwezig
E038;G199;Bijgewoond
E003;G217;Geregistreerd
E032;G182;Bijgewoond
E002;G066;Geregistreerd
E022;G206;Afwezig
E028;G286;Bijgewoond
E012;G124;Geregistreerd
E027;G151;Geregistreerd
E002;G061;Afwezig
E034;G173;Bijgewoond
E021;G173;Geregistreerd
E025;G303;Afwezig
E017;G312;Geregistreerd
E006;G316;Afwezig
E008;G056;Bijgewoond
E007;G024;Afwezig
E035;G038;Afwezig
E011;G182;Bijgewoond
E019;G230;Geregistreerd
E010;G210;Afwezig
E012;G231;Afwezig
E017;G224;Geregistreerd
E006;G149;Bijgewoond
E010;G245;Bijgewoond
E020;G069;Geregistreerd
E027;G094;Afwezig
E011;G302;Bijgewoond
E004;G261;Bijgewoond
E040;G043;Bijgewoond
E021;G078;Afwezig
E012;G004;Geregistreerd
E002;G304;Bijgewoond
E004;G304;Afwezig
E020;G190;Bijgewoond
E025;G233;Afwezig
E007;G195;Afwezig
E021;G165;Afwezig
E010;G225;Geregistreerd
E027;G091;Bijgewoond
E021;G261;Afwezig
E017;G302;Afwezig
E025;G144;Bijgewoond
E008;G050;Bijgewoond
E004;G119;Geregistreerd
E013;G153;Afwezig
E016;G253;Bijgewoond
E039;G175;Bijgewoond
E038;G025;Bijgewoond
E016;G289;Bijgewoond
E032;G266;Bijgewoond
E033;G269;Geregistreerd
E033;G297;Afwezig
E025;G261;Bijgewoond
E008;G219;Afwezig
E018;G147;Afwezig
E004;G166;Bijgewoond
E021;G197;Bijgewoond
E030;G164;Bijgewoond
E036;G092;Geregistreerd
E027;G074;Afwezig
E005;G022;Bijgewoond
E031;G108;Geregistreerd
E002;G221;Bijgewoond
E027;G266;Bijgewoond
E015;G143;Afwezig
E002;G295;Bijgewoond
E018;G316;Bijgewoond
E036;G161;Afwezig
E038;G051;Afwezig
E007;G178;Geregistreerd
E016;G146;Geregistreerd
E036;G085;Bijgewoond
E009;G061;Afwezig
E020;G148;Afwezig
E037;G141;Geregistreerd
E027;G250;Afwezig
E029;G225;Bijgewoond
E006;G115;Afwezig
E033;G087;Afwezig
E014;G148;Afwezig
E010;G133;Geregistreerd
E024;G311;Afwezig
E035;G055;Geregistreerd
E011;G119;Geregistreerd
E016;G143;Afwezig
E035;G073;Bijgewoond
E028;G050;Geregistreerd
E036;G106;Bijgewoond
E029;G283;Geregistreerd
E003;G261;Afwezig
E001;G087;Afwezig
E030;G015;Geregistreerd
E040;G307;Afwezig
E019;G021;Geregistreerd
E011;G277;Afwezig
E001;G276;Geregistreerd
E004;G100;Bijgewoond
E031;G004;Afwezig
E018;G251;Afwezig
E039;G014;Geregistreerd
E017;G190;Afwezig
E025;G105;Geregistreerd
E023;G145;Afwezig
E014;G293;Afwezig
E038;G219;Bijgewoond
E033;G228;Bijgewoond
E019;G267;Geregistreerd
E003;G065;Bijgewoond
E011;G233;Afwezig
E035;G152;Bijgewoond
E037;G057;Afwezig
E005;G062;Bijgewoond
E020;G228;Afwezig
E006;G222;Afwezig
E026;G253;Bijgewoond
E008;G135;Geregistreerd
E009;G045;Afwezig
E036;G071;Bijgewoond
E018;G143;Afwezig
E028;G060;Bijgewoond
E014;G182;Afwezig
E040;G041;Geregistreerd
E033;G114;Geregistreerd
E021;G039;Afwezig
E022;G168;Afwezig
E017;G081;Bijgewoond
E029;G260;Geregistreerd
E018;G172;Afwezig
E016;G142;Geregistreerd
E021;G233;Afwezig
E022;G263;Geregistreerd
E014;G038;Afwezig
E030;G162;Geregistreerd
E039;G020;Bijgewoond
E022;G222;Geregistreerd
E002;G052;Geregistreerd
E009;G267;Afwezig
E001;G163;Bijgewoond
E039;G098;Geregistreerd
E031;G286;Bijgewoond
E001;G019;Bijgewoond
E001;G005;Geregistreerd
E012;G126;Afwezig
E027;G071;Afwezig
E036;G301;Geregistreerd
E032;G193;Geregistreerd
E026;G113;Geregistreerd
E035;G101;Geregistreerd
E006;G136;Geregistreerd
E005;G241;Bijgewoond
E035;G078;Geregistreerd
E002;G249;Geregistreerd
E029;G096;Geregistreerd
E008;G255;Afwezig
E023;G145;Geregistreerd
E025;G068;Geregistreerd
E039;G102;Bijgewoond
E023;G046;Bijgewoond
E025;G265;Geregistreerd
E012;G110;Bijgewoond
E001;G002;Bijgewoond
E008;G223;Afwezig
E030;G035;Bijgewoond
E024;G252;Geregistreerd
E013;G286;Afwezig
E029;G313;Afwezig
E001;G107;Bijgewoond
E015;G092;Bijgewoond
E002;G020;Bijgewoond
E018;G215;Bijgewoond
E023;G135;Geregistreerd
E013;G315;Bijgewoond
E006;G195;Bijgewoond
E040;G299;Afwezig
E020;G121;Afwezig
E015;G179;Bijgewoond
E015;G248;Afwezig
E032;G272;Afwezig
E024;G093;Afwezig
E003;G154;Geregistreerd
E018;G119;Afwezig
E032;G150;Bijgewoond
E039;G249;Geregistreerd
E014;G251;Bijgewoond
E001;G201;Bijgewoond
E013;G307;Bijgewoond
E026;G183;Geregistreerd
E008;G279;Bijgewoond
E018;G247;Afwezig
E037;G152;Bijgewoond
E033;G050;Bijgewoond
E032;G113;Afwezig
E011;G058;Geregistreerd
E036;G148;Bijgewoond
E013;G215;Afwezig
E037;G229;Afwezig
E039;G167;Afwezig
E037;G127;Bijgewoond
E012;G218;Afwezig
E005;G060;Bijgewoond
E038;G091;Geregistreerd
E009;G238;Bijgewoond
E005;G164;Geregistreerd
E009;G059;Bijgewoond
E017;G178;Geregistreerd
E037;G204;Bijgewoond
E015;G066;Bijgewoond
E034;G248;Afwezig
E018;G251;Geregistreerd
E013;G308;Geregistreerd
E002;G211;Geregistreerd
E035;G121;Afwezig
E040;G015;Afwezig
E017;G149;Afwezig
E036;G138;Geregistreerd
E030;G260;Bijgewoond
E001;G111;Bijgewoond
E028;G210;Afwezig
E004;G032;Bijgewoond
E021;G288;Geregistreerd
E028;G166;Afwezig
E027;G134;Bijgewoond
E018;G163;Geregistreerd
E008;G211;Bijgewoond
E034;G201;Bijgewoond
E030;G227;Afwezig
E032;G218;Afwezig
E024;G205;Bijgewoond
E034;G134;Geregistreerd
E003;G028;Afwezig
E015;G138;Bijgewoond
E004;G249;Geregistreerd
E018;G113;Geregistreerd
E027;G174;Afwezig
E035;G024;Geregistreerd
E029;G158;Afwezig
E021;G230;Afwezig
E001;G210;Geregistreerd
E026;G114;Afwezig
E013;G294;Bijgewoond
E022;G086;Geregistreerd
E006;G275;Afwezig
E037;G106;Geregistreerd
E002;G057;Bijgewoond
E015;G315;Bijgewoond
E028;G313;Afwezig
E005;G169;Afwezig
E016;G067;Bijgewoond
E013;G310;Afwezig
E011;G277;Afwezig
E022;G011;Afwezig
E020;G011;Geregistreerd
E005;G195;Bijgewoond
E007;G047;Afwezig
E002;G171;Geregistreerd
E031;G181;Afwezig
E028;G284;Afwezig
E002;G033;Bijgewoond
E038;G026;Geregistreerd
E022;G266;Bijgewoond
E017;G108;Bijgewoond
E016;G186;Geregistreerd
E007;G275;Geregistreerd
E031;G102;Bijgewoond
E016;G081;Afwezig
E022;G275;Bijgewoond
E004;G203;Bijgewoond
