EvenementID;GebruikerID;Aanwezigheidsstatus
E022;G118;Geregistreerd
E034;G149;Afwezig
E016;G083;Geregistreerd
E005;G192;Geregistreerd
E039;G170;Geregistreerd
E040;G212;Bijgewoond
E029;G111;Bijgewoond
E007;G284;Geregistreerd
E029;G128;Geregistreerd
E038;G007;Bijgewoond
E008;G019;Afwezig
E006;G011;Afwezig
E004;G270;Geregistreerd
E003;G053;Bijgewoond
E025;G257;Geregistreerd
E021;G204;Bijgewoond
E005;G249;Geregistreerd
E009;G022;Geregistreerd
E004;G081;Bijgewoond
E029;G145;Afwezig
E004;G155;Afwezig
E020;G013;Bijgewoond
E040;G118;Geregistreerd
E028;G127;Afwezig
E005;G018;Bijgewoond
E007;G140;Afwezig
E004;G064;Geregistreerd
E036;G194;Geregistreerd
E004;G206;Geregistreerd
E019;G068;Geregistreerd
E025;G139;Geregistreerd
E026;G044;Afwezig
E007;G040;Afwezig
E040;G038;Afwezig
E027;G259;Geregistreerd
E015;G213;Bijgewoond
E039;G011;Bijgewoond
E040;G008;Bijgewoond
E001;G278;Afwezig
E030;G310;Bijgewoond
E025;G078;Geregistreerd
E030;G049;Afwezig
E028;G302;Afwezig
E040;G201;Afwezig
E040;G100;Bijgewoond
E007;G311;Afwezig
E022;G160;Afwezig
E002;G166;Geregistreerd
E030;G218;Bijgewoond
E034;G263;Bijgewoond
E022;G012;Geregistreerd
E038;G155;Bijgewoond
E013;G141;Bijgewoond
E007;G235;Afwezig
E007;G104;Afwezig
E001;G052;Bijgewoond
E039;G136;Geregistreerd
E005;G296;Geregistreerd
E038;G242;Geregistreerd
E013;G193;Bijgewoond
E037;G150;Afwezig
E009;G220;Bijgewoond
E033;G048;Bijgewoond
E017;G114;Bijgewoond
E023;G209;Afwezig
E027;G288;Geregistreerd
E031;G143;Geregistreerd
E040;G248;Geregistreerd
E029;G146;Geregistreerd
E012;G274;Geregistreerd
E016;G260;Geregistreerd
E009;G126;Afwezig
E003;G196;Geregistreerd
E004;G009;Afwezig
E009;G255;Geregistreerd
E020;G202;Bijgewoond
E038;G191;Afwezig
E028;G280;Afwezig
E033;G056;Bijgewoond
E023;G232;Afwezig
E020;G115;Bijgewoond
E038;G296;Bijgewoond
E035;G013;Geregistreerd
E010;G204;Afwezig
E010;G119;Geregistreerd
E031;G229;Afwezig
E020;G190;Bijgewoond
E039;G245;Geregistreerd
E022;G289;Afwezig
E019;G056;Geregistreerd
E024;G160;Geregistreerd
E001;G171;Geregistreerd
E034;G074;Geregistreerd
E038;G043;Bijgewoond
E010;G049;Geregistreerd
E004;G288;Afwezig
E016;G087;Afwezig
E033;G107;Bijgewoond
E036;G251;Geregistreerd
E004;G304;Bijgewoond
E028;G128;Geregistreerd
E023;G043;Afwezig
E013;G073;Geregistreerd
E013;G207;Geregistreerd
E013;G316;Afwezig
E005;G243;Afwezig
E022;G268;Bijgewoond
E013;G291;Afwezig
E031;G120;Afwezig
E030;G031;Geregistreerd
E039;G253;Bijgewoond
E022;G130;Geregistreerd
E038;G211;Bijgewoond
E037;G160;Geregistreerd
E022;G173;Bijgewoond
E040;G078;Geregistreerd
E020;G019;Geregistreerd
E027;G165;Afwezig
E022;G290;Bijgewoond
E011;G307;Bijgewoond
E007;G209;Bijgewoond
E030;G003;Geregistreerd
E003;G138;Geregistreerd
E032;G108;Geregistreerd
E015;G288;Bijgewoond
E001;G251;Afwezig
E015;G280;Afwezig
E015;G256;Afwezig
E030;G161;Afwezig
E040;G121;Geregistreerd
E014;G165;Geregistreerd
E016;G237;Afwezig
E031;G248;Geregistreerd
E022;G264;Afwezig
E025;G285;Geregistreerd
E014;G042;Geregistreerd
E026;G054;Bijgewoond
E012;G218;Afwezig
E001;G040;Geregistreerd
E024;G193;Afwezig
E001;G066;Geregistreerd
E005;G007;Geregistreerd
E023;G083;Afwezig
E002;G267;Bijgewoond
E036;G063;Afwezig
E008;G086;Bijgewoond
E010;G102;Geregistreerd
E019;G225;Bijgewoond
E029;G059;Bijgewoond
E013;G020;Geregistreerd
E038;G218;Bijgewoond
E024;G254;Geregistreerd
E003;G088;Bijgewoond
E002;G269;Bijgewoond
E013;G250;Geregistreerd
E013;G072;Geregistreerd
E019;G281;Afwezig
E012;G215;Afwezig
E015;G205;Bijgewoond
E017;G005;Bijgewoond
E012;G152;Bijgewoond
E022;G061;Afwezig
E036;G223;Geregistreerd
E016;G151;Afwezig
E012;G139;Geregistreerd
E013;G268;Bijgewoond
E002;G166;Afwezig
E012;G315;Afwezig
E017;G191;Bijgewoond
E007;G289;Afwezig
E002;G085;Afwezig
E009;G073;Geregistreerd
E025;G149;Geregistreerd
E008;G268;Afwezig
E022;G105;Afwezig
E014;G315;Bijgewoond
E020;G191;Bijgewoond
E030;G266;Geregistreerd
E016;G310;Bijgewoond
E024;G129;Afwezig
E024;G242;Geregistreerd
E011;G237;Bijgewoond
E034;G108;Geregistreerd
E040;G170;Afwezig
E028;G070;Geregistreerd
E005;G085;Afwezig
E008;G269;Geregistreerd
E010;G243;Afwezig
E009;G006;Geregistreerd
E013;G163;Bijgewoond
E013;G214;Bijgewoond
E035;G092;Bijgewoond
E025;G077;Bijgewoond
E024;G241;Bijgewoond
E021;G035;Afwezig
E039;G003;Bijgewoond
E028;G160;Bijgewoond
E016;G097;Afwezig
E003;G103;Afwezig
E040;G049;Bijgewoond
E038;G276;Bijgewoond
E013;G235;Bijgewoond
E035;G170;Afwezig
E019;G049;Bijgewoond
E010;G032;Bijgewoond
E021;G320;Afwezig
E016;G240;Afwezig
E004;G305;Afwezig
E018;G081;Afwezig
E009;G035;Afwezig
E033;G180;Afwezig
E038;G287;Afwezig
E032;G116;Afwezig
E014;G177;Afwezig
E006;G008;Geregistreerd
E031;G099;Bijgewoond
E040;G141;Bijgewoond
E005;G146;Geregistreerd
E011;G219;Afwezig
E033;G300;Bijgewoond
E025;G157;Bijgewoond
E033;G189;Afwezig
E024;G320;Afwezig
E032;G207;Afwezig
E034;G131;Afwezig
E030;G288;Geregistreerd
E012;G278;Bijgewoond
E021;G104;Afwezig
E024;G040;Bijgewoond
E034;G304;Bijgewoond
E031;G079;Bijgewoond
E032;G053;Afwezig
E031;G111;Afwezig
E018;G144;Geregistreerd
E038;G092;Bijgewoond
E026;G135;Bijgewoond
E038;G289;Geregistreerd
E003;G053;Afwezig
E014;G065;Geregistreerd
E015;G268;Bijgewoond
E013;G301;Bijgewoond
E029;G197;Geregistreerd
E016;G170;Bijgewoond
E026;G295;Afwezig
E014;G304;Afwezig
E020;G310;Bijgewoond
E028;G142;Bijgewoond
E025;G316;Bijgewoond
E037;G243;Afwezig
E011;G108;Bijgewoond
E024;G087;Afwezig
E017;G002;Afwezig
E036;G119;Geregistreerd
E006;G111;Afwezig
E009;G047;Geregistreerd
E006;G315;Afwezig
E019;G076;Bijgewoond
E029;G074;Geregistreerd
E034;G085;Afwezig
E023;G244;Afwezig
E015;G001;Bijgewoond
E038;G166;Afwezig
E003;G040;Afwezig
E030;G027;Afwezig
E033;G071;Bijgewoond
E040;G262;Geregistreerd
E022;G226;Bijgewoond
E028;G218;Afwezig
E029;G242;Afwezig
E030;G168;Geregistreerd
E028;G155;Geregistreerd
E027;G257;Afwezig
E024;G061;Afwezig
E032;G124;Bijgewoond
E021;G287;Afwezig
E018;G202;Geregistreerd
E025;G194;Geregistreerd
E002;G198;Afwezig
E012;G243;Afwezig
E029;G182;Bijgewoond
E015;G160;Geregistreerd
E017;G268;Afwezig
E005;G163;Bijgewoond
E023;G272;Bijgewoond
E006;G041;Geregistreerd
E019;G310;Bijgewoond
E033;G110;Bijgewoond
E033;G086;Afwezig
E035;G143;Bijgewoond
E006;G074;Afwezig
E018;G224;Bijgewoond
E015;G287;Afwezig
E007;G227;Bijgewoond
E008;G251;Geregistreerd
E005;G129;Bijgewoond
E024;G062;Afwezig
E003;G286;Geregistreerd
E035;G223;Bijgewoond
E013;G179;Geregistreerd
E022;G092;Bijgewoond
E013;G013;Afwezig
E022;G188;Bijgewoond
E017;G239;Geregistreerd
E020;G178;Geregistreerd
E018;G218;Geregistreerd
E013;G110;Bijgewoond
E039;G316;Bijgewoond
E009;G287;Bijgewoond
E035;G098;Afwezig
E017;G196;Afwezig
E001;G192;Bijgewoond
E020;G092;Afwezig
E019;G006;Afwezig
E023;G101;Bijgewoond
E026;G227;Geregistreerd
E026;G185;Bijgewoond
E038;G270;Geregistreerd
E001;G100;Bijgewoond
E031;G003;Afwezig
E033;G301;Bijgewoond
E010;G159;Afwezig
E026;G169;Geregistreerd
E015;G049;Bijgewoond
E015;G189;Bijgewoond
E014;G130;Bijgewoond
E031;G258;Bijgewoond
E015;G007;Geregistreerd
E034;G311;Geregistreerd
E038;G140;Geregistreerd
E036;G018;Geregistreerd
E030;G141;Bijgewoond
E030;G246;Geregistreerd
E022;G204;Geregistreerd
E006;G023;Geregistreerd
E021;G130;Bijgewoond
E013;G141;Geregistreerd
E028;G030;Afwezig
E027;G293;Afwezig
E014;G016;Bijgewoond
E029;G242;Geregistreerd
E029;G312;Geregistreerd
E036;G233;Afwezig
E002;G252;Afwezig
E024;G089;Bijgewoond
E009;G243;Geregistreerd
E037;G280;Geregistreerd
E009;G054;Afwezig
E020;G020;Afwezig
E001;G190;Geregistreerd
E032;G015;Geregistreerd
E023;G314;Geregistreerd
E022;G079;Bijgewoond
E015;G091;Afwezig
E027;G068;Afwezig
E028;G043;Bijgewoond
E026;G215;Bijgewoond
E035;G062;Bijgewoond
E020;G029;Geregistreerd
E021;G228;Geregistreerd
E038;G032;Geregistreerd
E002;G161;Afwezig
E037;G050;Afwezig
E003;G279;Afwezig
E009;G143;Bijgewoond
E010;G100;Afwezig
E022;G315;Bijgewoond
E037;G009;Geregistreerd
E039;G171;Geregistreerd
E039;G163;Geregistreerd
E037;G087;Afwezig
E026;G301;Afwezig
E025;G188;Bijgewoond
E014;G265;Geregistreerd
E026;G008;Geregistreerd
E005;G207;Bijgewoond
E035;G214;Geregistreerd
E025;G032;Afwezig
E013;G034;Afwezig
E031;G099;Geregistreerd
E007;G257;Geregistreerd
E022;G076;Geregistreerd
E037;G137;Afwezig
E029;G043;Afwezig
E020;G089;Afwezig
E006;G228;Bijgewoond
E011;G023;Bijgewoond
E007;G142;Geregistreerd
E036;G312;Geregistreerd
E012;G102;Geregistreerd
E003;G259;Bijgewoond
E039;G210;Geregistreerd
E032;G089;Geregistreerd
E002;G002;Bijgewoond
E012;G160;Afwezig
E013;G141;Geregistreerd
E005;G288;Geregistreerd
E025;G180;Geregistreerd
E019;G061;Bijgewoond
E014;G175;Geregistreerd
E015;G239;Geregistreerd
E019;G291;Geregistreerd
E034;G045;Afwezig
E005;G290;Bijgewoond
E030;G238;Bijgewoond
E004;G046;Afwezig
E024;G060;Afwezig
E034;G047;Bijgewoond
E001;G094;Bijgewoond
E011;G045;Geregistreerd
E021;G096;Geregistreerd
E027;G163;Geregistreerd
E026;G303;Geregistreerd
E011;G011;Bijgewoond
E008;G087;Afwezig
E009;G006;Bijgewoond
E035;G112;Bijgewoond
E027;G192;Geregistreerd
E031;G236;Afwezig
E005;G042;Bijgewoond
E025;G127;Afwezig
E014;G158;Bijgewoond
E009;G098;Geregistreerd
E014;G068;Afwezig
E020;G159;Bijgewoond
E028;G028;Geregistreerd
E031;G195;Afwezig
E011;G147;Bijgewoond
E039;G092;Bijgewoond
E037;G143;Afwezig
E020;G072;Bijgewoond
E038;G290;Bijgewoond
E013;G162;Geregistreerd
E033;G212;Bijgewoond
E030;G116;Afwezig
E018;G097;Afwezig
E013;G140;Bijgewoond
E001;G103;Bijgewoond
E010;G091;Afwezig
E029;G152;Geregistreerd
E005;G133;Bijgewoond
E026;G226;Geregistreerd
E039;G136;Afwezig
E016;G048;Geregistreerd
E034;G251;Afwezig
E022;G182;Afwezig
E037;G297;Afwezig
E032;G187;Bijgewoond
E030;G179;Geregistreerd
E030;G268;Bijgewoond
E037;G231;Geregistreerd
E003;G088;Geregistreerd
E006;G019;Bijgewoond
E019;G300;Bijgewoond
E030;G198;Bijgewoond
E023;G080;Bijgewoond
E020;G276;Geregistreerd
E026;G292;Afwezig
E040;G108;Bijgewoond
E012;G223;Geregistreerd
E027;G178;Bijgewoond
E016;G148;Afwezig
E012;G107;Bijgewoond
E040;G176;Geregistreerd
E028;G258;Afwezig
E030;G283;Afwezig
E025;G138;Geregistreerd
E012;G047;Afwezig
E037;G263;Afwezig
E007;G108;Geregistreerd
E026;G133;Bijgewoond
E003;G112;Afwezig
E016;G240;Geregistreerd
E011;G134;Bijgewoond
E018;G017;Afwezig
E035;G060;Bijgewoond
E019;G265;Bijgewoond
E005;G096;Bijgewoond
E014;G244;Geregistreerd
E032;G072;Bijgewoond
E027;G240;Bijgewoond
E036;G301;Afwezig
E008;G166;Bijgewoond
E024;G191;Bijgewoond
E005;G289;Geregistreerd
E007;G194;Bijgewoond
E033;G302;Bijgewoond
E021;G018;Bijgewoond
E027;G166;Geregistreerd
E029;G054;Bijgewoond
E011;G184;Bijgewoond
E017;G005;Bijgewoond
E014;G082;Bijgewoond
E033;G216;Geregistreerd
E003;G244;Geregistreerd
E030;G172;Geregistreerd
E002;G173;Afwezig
E005;G052;Afwezig
E030;G096;Afwezig
E025;G184;Afwezig
E022;G157;Afwezig
E026;G084;Geregistreerd
E013;G240;Geregistreerd
E026;G280;Bijgewoond
E003;G096;Bijgewoond
E001;G012;Geregistreerd
E017;G225;Geregistreerd
E008;G316;Geregistreerd
E009;G234;Afwezig
E021;G304;Geregistreerd
E030;G295;Geregistreerd
E032;G223;Afwezig
E030;G205;Afwezig
E005;G243;Afwezig
E006;G125;Geregistreerd
E036;G130;Bijgewoond
E016;G192;Geregistreerd
E029;G308;Afwezig
E009;G173;Bijgewoond
E031;G248;Bijgewoond
E018;G206;Geregistreerd
E011;G154;Bijgewoond
E011;G021;Geregistreerd
E002;G120;Bijgewoond
E039;G260;Bijgewoond
E007;G056;Geregistreerd
E012;G216;Geregistreerd
E019;G219;Bijgewoond
E008;G138;Bijgewoond
E035;G296;Geregistreerd
E026;G206;Afwezig
E011;G304;Geregistreerd
E005;G015;Geregistreerd
E001;G084;Geregistreerd
E018;G263;Afwezig
E010;G086;Geregistreerd
E029;G154;Afwezig
E023;G306;Afwezig
E012;G269;Afwezig
E014;G102;Geregistreerd
E003;G291;Bijgewoond
E035;G072;Afwezig
E014;G067;Bijgewoond
E029;G171;Bijgewoond
E004;G028;Geregistreerd
E034;G047;Geregistreerd
E007;G159;Geregistreerd
E025;G073;Geregistreerd
E020;G178;Afwezig
E029;G235;Afwezig
E004;G203;Geregistreerd
E039;G085;Geregistreerd
E001;G236;Geregistreerd
E004;G001;Bijgewoond
E025;G076;Geregistreerd
E013;G103;Afwezig
E016;G089;Geregistreerd
E024;G155;Bijgewoond
E016;G158;Afwezig
E013;G042;Bijgewoond
E006;G095;Afwezig
E002;G121;Geregistreerd
E027;G105;Geregistreerd
E002;G224;Afwezig
E001;G047;Geregistreerd
E022;G126;Geregistreerd
E013;G079;Geregistreerd
E005;G285;Bijgewoond
E015;G192;Geregistreerd
E007;G003;Bijgewoond
E011;G245;Afwezig
E011;G082;Geregistreerd
E003;G177;Afwezig
E027;G052;Afwezig
E033;G242;Geregistreerd
E007;G282;Bijgewoond
E021;G202;Geregistreerd
E021;G109;Geregistreerd
E036;G242;Geregistreerd
E013;G193;Bijgewoond
E040;G238;Geregistreerd
E014;G125;Geregistreerd
E035;G050;Geregistreerd
E026;G199;Afwezig
E028;G066;Bijgewoond
E008;G163;Afwezig
E015;G069;Bijgewoond
E014;G205;Bijgewoond
E007;G168;Geregistreerd
E023;G145;Bijgewoond
E021;G218;Geregistreerd
E012;G306;Afwezig
E001;G202;Geregistreerd
E026;G274;Afwezig
E021;G037;Geregistreerd
E001;G178;Geregistreerd
E025;G251;Afwezig
E014;G301;Afwezig
E030;G014;Geregistreerd
E015;G114;Geregistreerd
E005;G312;Bijgewoond
E018;G092;Geregistreerd
E040;G121;Geregistreerd
E024;G189;Bijgewoond
E003;G186;Bijgewoond
E005;G175;Afwezig
E014;G257;Bijgewoond
E027;G001;Afwezig
E020;G313;Bijgewoond
E039;G307;Afwezig
E032;G204;Afwezig
E007;G040;Afwezig
E035;G118;Bijgewoond
E037;G071;Afwezig
E011;G256;Bijgewoond
E017;G097;Afwezig
E007;G023;Afwezig
E039;G109;Bijgewoond
E021;G155;Afwezig
E025;G223;Afwezig
E009;G048;Afwezig
E022;G174;Afwezig
E012;G197;Bijgewoond
E021;G093;Bijgewoond
E031;G218;Afwezig
E005;G078;Bijgewoond
E022;G146;Geregistreerd
E002;G160;Afwezig
E039;G199;Bijgewoond
E038;G247;Geregistreerd
E029;G018;Geregistreerd
E025;G134;Geregistreerd
E033;G216;Geregistreerd
E015;G092;Afwezig
E033;G084;Bijgewoond
E038;G204;Bijgewoond
E001;G265;Geregistreerd
E015;G055;Afwezig
E002;G239;Bijgewoond
E040;G043;Bijgewoond
E008;G178;Bijgewoond
E020;G052;Bijgewoond
E016;G208;Bijgewoond
E028;G007;Geregistreerd
E016;G083;Bijgewoond
E040;G164;Bijgewoond
E006;G066;Geregistreerd
E004;G295;Geregistreerd
E009;G260;Geregistreerd
E024;G197;Bijgewoond
E032;G233;Afwezig
E019;G006;Geregistreerd
E013;G249;Bijgewoond
E010;G206;Afwezig
E025;G217;Afwezig
E014;G028;Geregistreerd
E003;G156;Afwezig
E016;G218;Bijgewoond
E039;G133;Bijgewoond
E029;G060;Geregistreerd
E022;G310;Geregistreerd
E009;G231;Geregistreerd
E018;G258;Geregistreerd
E021;G191;Bijgewoond
E003;G243;Bijgewoond
E034;G172;Bijgewoond
E027;G274;Bijgewoond
E019;G187;Bijgewoond
E002;G058;Afwezig
E015;G092;Bijgewoond
E022;G218;Bijgewoond
E022;G273;Geregistreerd
E016;G197;Bijgewoond
E014;G041;Geregistreerd
E035;G077;Bijgewoond
E004;G004;Geregistreerd
E016;G173;Geregistreerd
E015;G303;Geregistreerd
E039;G133;Afwezig
E025;G102;Geregistreerd
E034;G264;Bijgewoond
E021;G315;Bijgewoond
E012;G233;Geregistreerd
E029;G223;Bijgewoond
E001;G025;Bijgewoond
E005;G238;Bijgewoond
E032;G145;Afwezig
E005;G021;Bijgewoond
E013;G063;Geregistreerd
E004;G251;Afwezig
E010;G236;Bijgewoond
E014;G188;Bijgewoond
E009;G026;Afwezig
E006;G307;Afwezig
E012;G190;Bijgewoond
E038;G130;Geregistreerd
E036;G218;Bijgewoond
E014;G173;Geregistreerd
E016;G152;Bijgewoond
E033;G013;Bijgewoond
E006;G278;Geregistreerd
E028;G137;Bijgewoond
E030;G092;Afwezig
E020;G151;Geregistreerd
E011;G183;Geregistreerd
E013;G214;Geregistreerd
E016;G009;Geregistreerd
E028;G229;Afwezig
E012;G167;Afwezig
E039;G153;Afwezig
E016;G019;Bijgewoond
E020;G306;Geregistreerd
E019;G058;Geregistreerd
E037;G183;Afwezig
E029;G019;Geregistreerd
E013;G273;Afwezig
E018;G203;Afwezig
E031;G128;Bijgewoond
E006;G090;Geregistreerd
E024;G044;Bijgewoond
E026;G274;Bijgewoond
E025;G049;Bijgewoond
E011;G065;Afwezig
E031;G075;Bijgewoond
E029;G253;Bijgewoond
E028;G221;Afwezig
E033;G141;Bijgewoond
E040;G177;Bijgewoond
E028;G235;Bijgewoond
E010;G317;Geregistreerd
E031;G125;Afwezig
E002;G269;Afwezig
E025;G292;Geregistreerd
E028;G235;Bijgewoond
E006;G021;Bijgewoond
E020;G040;Bijgewoond
E039;G168;Afwezig
E035;G191;Geregistreerd
E010;G020;Afwezig
E036;G076;Afwezig
E012;G312;Afwezig
E017;G052;Afwezig
E025;G196;Afwezig
E030;G263;Afwezig
E020;G041;Geregistreerd
E030;G173;Geregistreerd
E019;G155;Bijgewoond
E025;G217;Bijgewoond
E036;G206;Afwezig
E039;G012;Afwezig
E031;G095;Bijgewoond
E005;G132;Afwezig
E022;G041;Afwezig
E009;G222;Afwezig
E031;G060;Bijgewoond
E013;G099;Geregistreerd
E010;G293;Geregistreerd
E013;G134;Geregistreerd
E001;G156;Geregistreerd
E001;G316;Afwezig
E033;G264;Bijgewoond
E024;G277;Bijgewoond
E032;G125;Bijgewoond
E026;G026;Geregistreerd
E027;G192;Geregistreerd
E026;G294;Geregistreerd
E024;G243;Bijgewoond
E025;G111;Geregistreerd
E032;G224;Geregistreerd
E020;G141;Geregistreerd
E038;G096;Bijgewoond
E005;G142;Afwezig
E027;G257;Geregistreerd
E003;G024;Bijgewoond
E008;G310;Geregistreerd
E025;G205;Bijgewoond
E037;G093;Afwezig
E011;G146;Afwezig
E013;G140;Bijgewoond
E028;G003;Geregistreerd
E017;G209;Geregistreerd
E023;G107;Geregistreerd
E033;G010;Geregistreerd
E032;G213;Geregistreerd
E024;G067;Bijgewoond
E004;G141;Afwezig
E025;G137;Bijgewoond
E028;G237;Geregistreerd
E016;G307;Geregistreerd
E016;G163;Bijgewoond
E031;G050;Geregistreerd
E003;G114;Afwezig
E024;G116;Bijgewoond
E002;G010;Geregistreerd
E010;G167;Geregistreerd
E017;G114;Afwezig
E039;G033;Bijgewoond
E030;G314;Bijgewoond
E010;G148;Afwezig
